"Date";"Volume";"Trades";"Bar Size";"High";"Low";"Open";"Close";"Delta T/D";"Delta Aggressor";"H/L Side";"O/C Side";"O/C Size";"Max Volume";"M/V Price";"M/V Trades";"M/V Delta T/D";"M/V Delta Aggressor";"Max Trade";"Max Tick";"Ticks Number";"Hidden Volume";"TPO High";"TPO Low";"COT High";"COT Low";"Max Delta T/D";"Max Delta Aggressor"
"2021-04-23 15:59:00";"268";"154";"4";"4166,25";"4165,5";"4165,75";"4166";"116";"102";"1";"1";"1";"165";"4166";"80";"81";"73";"27";"43";"33";"0";"4166";"4165,75";"17";"17";"81";"73"
"2021-04-23 15:58:00";"176";"96";"4";"4166";"4165,25";"4166";"4165,5";"-84";"6";"-1";"-1";"2";"107";"4165,5";"50";"-105";"-15";"32";"-44";"21";"0";"4165,75";"4165,5";"-6";"25";"-105";"33"
"2021-04-23 15:57:00";"218";"148";"7";"4166,75";"4165,25";"4165,75";"4166,25";"52";"44";"1";"1";"2";"64";"4165,5";"46";"-30";"-26";"10";"43";"17";"3";"4166,25";"4165,5";"87";"-6";"39";"39"
"2021-04-23 15:56:00";"170";"77";"3";"4166,25";"4165,75";"4166,25";"4165,75";"-52";"-32";"-1";"-1";"2";"110";"4166";"44";"-10";"4";"-18";"49";"13";"0";"4166";"4165,75";"0";"-31";"-51";"-45"
"2021-04-23 15:55:00";"203";"127";"5";"4166,5";"4165,5";"4166";"4166,25";"61";"63";"1";"1";"1";"86";"4166,25";"46";"64";"68";"12";"39";"26";"0";"4166,5";"4166";"66";"0";"64";"68"
"2021-04-23 15:54:00";"195";"119";"3";"4166,25";"4165,75";"4166,25";"4165,75";"-125";"-107";"-1";"-1";"2";"74";"4166";"45";"-26";"-26";"-10";"-46";"23";"3";"4166";"4165,75";"0";"-68";"-64";"-56"
"2021-04-23 15:53:00";"222";"158";"5";"4167,25";"4166,25";"4167";"4166,25";"-106";"-98";"-1";"-1";"3";"66";"4167";"44";"16";"10";"-9";"-33";"26";"0";"4167";"4166,5";"0";"-97";"-45";"-48"
"2021-04-23 15:52:00";"83";"48";"3";"4167,25";"4166,75";"4167";"4167";"35";"31";"1";"0";"0";"62";"4167";"38";"54";"50";"-7";"19";"11";"0";"4167";"4167";"10";"-4";"54";"50"
"2021-04-23 15:51:00";"257";"153";"5";"4167,75";"4166,75";"4167,25";"4167";"9";"21";"-1";"-1";"1";"124";"4167,5";"59";"46";"58";"35";"52";"26";"0";"4167,75";"4167,25";"3";"-77";"46";"58"
"2021-04-23 15:50:00";"342";"239";"5";"4167,5";"4166,5";"4166,5";"4167";"66";"22";"1";"1";"2";"165";"4167";"101";"15";"9";"12";"44";"30";"0";"4167";"4166,75";"20";"-22";"36";"36"
"2021-04-23 15:49:00";"75";"57";"2";"4166,75";"4166,5";"4166,5";"4166,5";"-13";"-13";"-1";"0";"0";"44";"4166,5";"36";"-44";"-44";"4";"13";"15";"0";"4166,75";"4166,5";"-1";"-9";"-44";"-44"
"2021-04-23 15:48:00";"132";"81";"4";"4167,25";"4166,5";"4167,25";"4166,5";"-92";"-46";"-1";"-1";"3";"51";"4166,75";"31";"-29";"-11";"-12";"-46";"20";"0";"4167,25";"4166,75";"0";"-26";"-43";"-15"
