"Date";"Volume";"Trades";"Bar Size";"High";"Low";"Open";"Close";"Delta T/D";"Delta Aggressor";"H/L Side";"O/C Side";"O/C Size";"Max Volume";"M/V Price";"M/V Trades";"M/V Delta T/D";"M/V Delta Aggressor";"Max Trade";"Max Tick";"Ticks Number";"Hidden Volume";"TPO High";"TPO Low";"COT High";"COT Low";"Max Delta T/D";"Max Delta Aggressor"
"2024-01-19 15:59:00";"7975";"870";"8";"4871,5";"4869,75";"4871";"4869,75";"-6641";"-6779";"-1";"-1";"5";"3431";"4871";"194";"-3315";"-3231";"-2933";"-3118";"161";"0";"4871";"4870";"0";"-3398";"-3315";"-3231"
"2024-01-19 15:58:00";"615";"260";"5";"4872,25";"4871,25";"4872";"4871,25";"-457";"-259";"-1";"-1";"3";"240";"4871,75";"94";"-212";"-104";"-44";"-91";"41";"0";"4872";"4871,5";"0";"-267";"-212";"-104"
"2024-01-19 15:57:00";"7264";"411";"5";"4872,75";"4871,75";"4872,75";"4872";"-6716";"-6500";"-1";"-1";"3";"6475";"4872";"156";"-6335";"-6213";"-1493";"-3178";"48";"0";"4872";"4872";"-4";"-6446";"-6335";"-6213"
"2024-01-19 15:56:00";"764";"311";"4";"4873,25";"4872,5";"4873";"4872,75";"-140";"-242";"-1";"-1";"1";"368";"4873";"171";"214";"46";"-27";"-135";"44";"0";"4873";"4872,75";"0";"-229";"214";"-153"
"2024-01-19 15:55:00";"3543";"238";"5";"4873,75";"4872,75";"4873,5";"4873";"-3219";"-3123";"-1";"-1";"2";"3144";"4873";"71";"-3050";"-3044";"-2922";"-3078";"58";"0";"4873";"4873";"9";"-3085";"-3050";"-3044"
"2024-01-19 15:54:00";"348";"180";"4";"4873,5";"4872,75";"4872,75";"4873,25";"300";"188";"1";"1";"2";"203";"4873,5";"93";"203";"97";"-15";"73";"32";"7";"4873,5";"4873,25";"198";"-2";"203";"97"
"2024-01-19 15:53:00";"352";"169";"4";"4873,25";"4872,5";"4872,75";"4873";"70";"66";"1";"1";"1";"169";"4873";"87";"117";"111";"22";"-92";"27";"0";"4873";"4872,75";"135";"-6";"117";"111"
"2024-01-19 15:52:00";"3743";"334";"4";"4873";"4872,25";"4873";"4872,75";"-3295";"-3121";"-1";"-1";"1";"3510";"4872,5";"227";"-3140";"-2990";"-2892";"-3109";"48";"0";"4872,5";"4872,5";"26";"-3122";"-3140";"-2990"
"2024-01-19 15:51:00";"276";"122";"4";"4873,25";"4872,5";"4873,25";"4873";"-112";"-100";"-1";"-1";"1";"152";"4873";"65";"-6";"-10";"-11";"-64";"33";"0";"4873";"4872,75";"0";"-93";"-79";"-63"
"2024-01-19 15:50:00";"3577";"365";"4";"4873,25";"4872,5";"4873";"4873,25";"-2707";"-2673";"1";"1";"1";"2896";"4872,75";"62";"-2800";"-2804";"-2742";"-2826";"37";"0";"4872,75";"4872,75";"204";"0";"-2800";"-2804"
"2024-01-19 15:49:00";"6259";"415";"3";"4873,25";"4872,75";"4873,25";"4873";"-5715";"-5755";"1";"-1";"1";"5906";"4873";"350";"-5424";"-5464";"-1475";"-5512";"25";"5";"4873";"4873";"-2408";"-37";"-5424";"-5464"
"2024-01-19 15:48:00";"784";"260";"2";"4873,25";"4873";"4873,25";"4873,25";"-708";"-708";"1";"0";"0";"746";"4873";"248";"-746";"-746";"-87";"-358";"19";"0";"4873";"4873";"0";"0";"-746";"-746"
"2024-01-19 15:47:00";"376";"221";"3";"4873,5";"4873";"4873,25";"4873";"58";"4";"-1";"-1";"1";"271";"4873,25";"140";"147";"93";"10";"155";"21";"3";"4873,25";"4873,25";"0";"22";"147";"-97"
"2024-01-19 15:46:00";"177";"95";"3";"4873,5";"4873";"4873,25";"4873,25";"107";"57";"1";"0";"0";"156";"4873,25";"82";"104";"54";"12";"103";"18";"0";"4873,25";"4873,25";"59";"-1";"104";"54"
